output
file,key,en,zh-TW
trade,system_limit,System limit exceeded,
trade,user_limit,Insufficient balance,
trade,stop_limit_untriggered_tips,"Order has not been submitted to the orderbook, as stop price has not been reached.",
trade,stop_limit_triggered_tips_TIME,Order has been submitted to the orderbook at TIME,
trade,flow_of_funds,flow of funds,
trade,flow_of_funds_tips,"<>
        <h3>Flow of Funds</h3>
        Funds will go to your DeGate Balance, not your wallet balance.
        <br />
        <br />
        <h3>About DeGate Balance</h3>
        DeGate Balance represents the value that users hold within the DeGate
        smart contract.
        <br />
        Users maintain complete custody of DeGate Balance thanks to the fully
        decentralized DeGate smart contract.
      </>
",
trade,flow_of_funds_tip2,"Your order has been placed. Order funds will go to your DeGate Balance, instead of your wallet balance.",
orders,show_current_pair_orders,Hide Other Pairs,
orders,openOrders,Open Orders,
orders,ongoingOrders,Open Orders,
orders,orderHistory,Order History,
orders,tradeHistory,Trade History,
orders,th_time,Time,
orders,th_pair,Pair,
orders,th_orderType,Type,
orders,th_orderDir,Side,
orders,th_average_price,Avg Price,
orders,th_price,Price,
orders,th_stop_price,Stop Price,
orders,th_limit_price,Limit Price,
orders,th_filled_price,Price,
orders,th_filled_amount,Filled,
orders,th_amount,Amount,
orders,th_filled_total,Total,
orders,th_status,Status,
orders,th_trade_fee,Trading Fee,
orders,th_gas,Gas Fee,
orders,th_trade_reconciliation,Reconciliation,
orders,th_trade_reconciliation_tips,"Please note that because of the different calculation models used for matching on DeGate and settlement on-chain, there may be slight differences in the two calculation results. If and when this happens, the system will use the value on-chain as the standard and make up for any shortfalls in the DeGate Balance.",
orders,th_maker_taker,Role,
orders,hide_cancelled_expired_orders,Hide canceled/expired,
orders,side_buy,Buy,
orders,side_sell,Sell,
orders,status_open,Open,
orders,status_pending,Pending,
orders,status_completed,Filled,
orders,status_completed_part,Partially Filled,
orders,status_canceled,Canceled,
orders,status_expired,	Expired,
orders,detail_amount,Filled/Amount,
orders,detail_price,Average/Price,
orders,average_price,Average Price,
orders,detail_type,Order Type,
orders,detail_trade_fee,Trading Fee: ,
orders,gas_preAuth,Max Gas Fee: ,
orders,fee_reconciliation,Reconciliation: ,
orders,gas_paid,Paid Gas Fee: ,
orders,gas,Gas Fee: ,
orders,detail_total_fee,Trading Fee,
orders,detail_max_gas,Max Gas Fee,
orders,detail_gas,Gas Fee,
orders,trades_N,Trades(N),
orders,detail_filled_total,Total,
orders,detail_filled_detail,Trade Details,
orders,detail_filled_time,Time,
orders,detail_filled_price,Price,
orders,detail_filled_amount,Amount,
orders,detail_filled_fee,Trading Fee,
orders,detail_filled_gas,Gas Fee,
orders,order_maker,Maker,
orders,order_taker,Taker,
orders,order_maker_free,Maker fees free,
orders,openOrders_empty,No open orders,
orders,export_orders_1_year,Export order data of recent 1 year.,
orders,export_trades_1_year,Export trade data of recent 1 year.,
orders,export_data,Export Data,
orders,export,Export,
orders,export_processing,"Processing, Please wait.",
orders,export_tips_100_percent,File will be downloaded once progress reaches 100%,
orders,sign_to_view_balance,Sign to view balance,
orders,sign_to_view_history,Sign to view history,
orders,sign_to_view_security_options,Sign to view security options,
gridTrade,automatic_strategy,Auto,
gridTrade,manual_strategy,Manual,
gridTrade,grid_tutorial,Tutorial,
gridTrade,placeholder_amount,Enter an amount,
gridTrade,price_range,Price Range,
gridTrade,low_price,Lower Limit,
gridTrade,high_price,Upper Limit,
gridTrade,initial_investment,Initial Allocation,
gridTrade,grid_levels,Number of Grids,
gridTrade,grid_volume,Quantity per Grid,
gridTrade,grid_width,Grid Width,
gridTrade,grid_width_tips,Grid Width is an important parameter for the profitability of Grid Strategy. Grid Width = (Higher Price - Lower Price) / Higher Price. The higher and lower prices refer to the prices of two adjacent grid lines within the grid strategy.,
gridTrade,confirm_btn,Create Grid Strategy,
gridTrade,grid_TOKEN_insufficient_balance,Not enough TOKEN,
gridTrade,grid_TOKENA_TOKENB_insufficient_balance,Not enough TOKENA and TOKENB,
gridTrade,min_grid_volume_XXX,Min XXX,
gridTrade,min_grid_volume_XXX_ETH,Amount Per Grid: Min is XXX ETH,
gridTrade,grid_no_depth_tips_BASE_QUOTE,The grid strategy cannot be created for this pair as there are insufficient orders in the order book.,
gridTrade,grid_to_spot_trade,Go to Spot,
gridTrade,grid_level_over_err,Please reduce the number of grids,
gridTrade,grid_prices_err,Please expand the price range,
gridTrade,grid_create_err,Please adjust the parameters and try again.,
gridTrade,tips_grid_profit,Profits are directly credited into your DeGate Balance and are immediately available.,
gridTrade,tips_grid_balance_0_BASE,"The rise in market price has resulted in all orders under this grid strategy becoming buy orders. Hence, the current balance of BASE is now 0.",
gridTrade,tips_grid_balance_0_BASE_2,"The rise in market price has resulted in all orders under this grid strategy becoming buy orders. Further, some of these orders are partially filled. Hence, the current balance of BASE is >0.",
gridTrade,tips_grid_balance_0_QUOTE,"The decline in market price has resulted in all orders under this grid strategy becoming sell orders. Hence, the current balance of QUOTE is now 0.",
gridTrade,tips_grid_balance_0_QUOTE_2,"The decline in market price has resulted in all orders under this grid strategy becoming sell orders. Further, some of these orders are partially filled. Hence, the current balance of QUOTE is >0.",
gridTrade,grid_param_err,Please enter the grid strategy parameters,
gridTrade,tv_buy,Buy,
gridTrade,tv_sell,Sell,
gridTrade,tv_waiting,waiting,
gridTrade,grid_chain_cancel,Cancel On-Chain,
gridTrade,chain_cancel_no_need_tips,This grid strategy does not need on-chain cancellation.,
gridTrade,grid_over_max_number_err,"Maximum number of running grid strategies reached, unable to create new grid.",
gridTrade,preview_orders,Preview Orders,
gridTrade,preview_orders_in_graph,Show Orders,
gridTrade,grid_free_tips,"<>
        Grid strategies are now <b>free</b>!
      </>
",
gridTrade,greate_news,Great news:,
gridOrders,grid_running,Active,
gridOrders,grid_history,Ended,
gridOrders,grid_recents,My Latest Trades,
gridOrders,th_stragety,Grid Strategy,
gridOrders,th_created_time,Time Created,
gridOrders,th_prices,Price Range,
gridOrders,th_levels,Number of Grids,
gridOrders,th_orders,Number of Filled Orders,
gridOrders,th_current_balances,Current Balance,
gridOrders,th_ending_balances,End Balance,
gridOrders,th_profit,Profit,
gridOrders,th_running_time,Duration,
gridOrders,grid_profit,Grid Profit,
gridOrders,grid_cancel,End,
gridOrders,grid_profit_24,24h Profit,
gridOrders,tab_open_orders,Open Orders,
gridOrders,tab_history_orders,Filled Orders,
gridOrders,tab_trade_history,Trade History,
gridOrders,detail_current_balance,Current Balance,
gridOrders,detail_ending_balance,End Balance,
gridOrders,detail_ending_balance_tips,The asset balance when the grid strategy is closed.,
gridOrders,detail_in_order_funds,In-Order Funds:,
gridOrders,detail_on_hold_funds,On Hold Funds (from partially filled orders):,
gridOrders,detail_transactions,Number of Filled Orders,
gridOrders,detail_transactions_unit,,
gridOrders,detail_investment,Initial Allocation,
gridOrders,detail_running_time,Duration,
gridOrders,detail_prices,Price Range,
gridOrders,detail_start_time,Time Created,
gridOrders,detail_grid_levels,Number of Grids,
gridOrders,detail_end_time,Time Ended,
gridOrders,detail_expire_time,Expire in,
gridOrders,detail_expire_time_tooltip,Orders within this grid strategy will be canceled upon its expiration.,
gridOrders,detail_grid_volume,Quantity per Grid,
gridOrders,detail_valid_period,Expiration Setting,
gridOrders,open_orders_sell,SELL,
gridOrders,open_orders_buy,BUY,
gridOrders,open_orders_index,#,
gridOrders,open_orders_total,Total,
gridOrders,open_orders_amount,Amount,
gridOrders,open_orders_price,Price,
gridOrders,status_closed,Ended,
gridOrders,status_running,Active,
gridOrders,status_expired,Expired,
gridOrders,history_orders_filled,Filled:,
gridOrders,history_orders_price,Price:,
gridOrders,history_orders_time,Time,
gridOrders,history_orders_dir,Side,
gridOrders,history_orders_type,Type,
gridOrders,history_orders_filled_price,Avg Price,
gridOrders,history_orders_filled_amount,Filled,
gridOrders,history_orders_amount,Amount,
gridOrders,history_orders_filled_total,Total,
gridOrders,history_orders_profit,Profit,
gridOrders,history_orders_profit_tips,"The profit comes from the price difference after a cycle of buying low and selling high. For example, after a grid order for buying 1 ETH at a price of 4000 USDC is filled, if the grid spacing is 50 USDC, the system will automatically place a new order at a price of 4050 USDC to sell 1 ETH. A 50 USDC profit will be gained when this order is also filled.",
gridOrders,history_orders_buy_flip_order_tips_PRICE,Profit will be displayed after the buy order at PRICE is filled.,
gridOrders,history_orders_sell_flip_order_tips_PRICE,Profit will be displayed after the sell order of PRICE is filled.,
gridOrders,m_history_orders_flip_order_tips_PRICE,The order at PRICE will appear here when filled,
gridOrders,grid_cancel_title,End Grid Strategy,
gridOrders,grid_cancel_content,All orders in this grid strategy will be canceled immediately.,
gridOrders,grid_cancel_content2,You are mining with this grid strategy. Canceling the grid strategy will give up the mining rewards and immediately cancel all orders under the grid.,
gridOrders,grid_cancel_tips,"<TipsGridFarm
          text=""Reward Actualization""
          tips=""Mining rewards will be actualized once the grid strategy has run for 12 hours.""
        />
",
gridOrders,copy_grid_title,The following grid strategy parameters will be copied,
gridOrders,copy_grid_btn,Copy to Panel,
gridOrders,copy_grid_success,Grid Strategy Copied,
gridOrders,grid_init_funds_XXX,Value of Initial Allocation: $XXX,
gridOrders,grid_init_funds_tips,APYs are computed based on the value of initial allocation at the time of the creation of the grid strategy.,
gridOrders,tab_m_trade,Trade,
gridOrders,tab_m_mining,Mining,
gridOrders,tab_m_summary,Summary,
gridOrders,tab_market_profit,Grid APY,
gridOrders,tab_market_profit_tips,"Annualized profit rate of grid trading, based on the initial value deployed at creation of grid strategy, and its duration.",
gridOrders,tab_mining_profit,Mining APY,
gridOrders,tab_mining_profit_tips,"Annualized profit rate of mining, based on the initial value deployed at the creation of grid strategy, and mining duration.",
gridOrders,mining_rewards,Rewards:,
gridOrders,mining_orders_side,Side,
gridOrders,mining_orders_status,Status,
gridOrders,open_orders_empty_tips,Please wait while data is loading,
gridOrders,market_value,Market Value:,
gridOrders,market_value_details,Details,
gridOrders,fund_details,Fund Details,
gridOrders,m_in_order_funds,In-Order Funds,
gridOrders,m_in_order_funds_tips,Total funds in all open orders under this grid strategy.,
gridOrders,m_on_hold_funds,On Hold Funds,
gridOrders,m_on_hold_funds_tips,Result of partially filled orders.,
gridOrders,initial_value,Initial Value,
mining,index_title,Liquidity Mining,
mining,my_title,My Pools,
mining,index_desc,Create Grid Strategies. Earn Yields with Grid Trading & Mining.,
mining,mining_rule,Mining Rules,
mining,apply,New Pool Application,
mining,claimable_rewards_box,Claimable Rewards,
mining,rewards_more,and more,
mining,claim,Claim,
mining,tab_pools,Mining Pool,
mining,tab_my,My Mining Statistics,
mining,pools_tab_live,Live,
mining,pools_tab_upcoming,Upcoming,
mining,pools_th_pairs,Pair,
mining,pools_funds,Pool Funds,
mining,pools_funds_tips,"<>
        Pool Funds: The total value of orders that has satisfied the mining
        criteria.
        <br />
        <br />
        Mining activities are restricted only to orders from grid strategies
        that have fulfilled the mining order value criteria.
      </>
",
mining,daily_rewards,Daily Rewards,
mining,mining_apr,Pool APY,
mining,mining_apr_tips,Estimated annualized rate of return calculated based on daily rewards and pool funds.,
mining,pools_th_open_time,Start Time,
mining,pools_th_end_time,End Time,
mining,view_rule_link,Mining Rules,
mining,pools_info_to_confirm,To Be Determined,
mining,pools_no_wait,No Available Mining Pool,
mining,my_24h_profit,24H Mining Rewards,
mining,my_mining_funds,My Mining Funds,
mining,my_mining_rewards,My Mining Rewards,
mining,my_th_profit_token,Token,
mining,my_th_profit_token_price,Latest Price,
mining,my_th_total_rewards,All-Time Rewards,
mining,my_th_24h_rewards,24h Rewards,
mining,my_grids,My Mining,
mining,only_show_mining_grids,Only Display Active,
mining,my_th_grid,Grid Strategy,
mining,my_th_funds,Mining Funds,
mining,my_th_create_time,Time Created,
mining,my_th_mining_status,Mining Status,
mining,status_framing,Active,
mining,status_over_price,Out of Price Range,
mining,status_over_price_tips,"This grid strategy is outside of the order book reward price range
        (highest buy price * 0.99 - lowest sell price *1.01)
",
mining,status_over_price_tips_stable,This grid strategy is outside of the order book reward price range (highest buy price - lowest sell price),
mining,status_mining_over,Mining Ended,
mining,status_grid_closed,Strategy Canceled,
mining,status_grid_expired,Strategy Expired,
mining,empty_no_faring_grids,There is no mineable grid strategy.,
mining,go_mining_pool,Go to Mining Pool,
mining,go_mining,Start Mining,
mining,go_to_grid,To Grid Strategy,
mining,mining_help,Mining Guide,
mining,mining_available,Eligible,
mining,mining_available_tips,Order value criteria fulfilled,
mining,mining_unavailable,Ineligible,
mining,mining_unavailable_tips,Order value criteria not fulfilled,
mining,mining_criteria,Grid orders that meet both the following criteria can receive mining rewards.,
mining,funding_criteria,Order Value Criteria,
mining,price_criteria,Order Price Criteria,
mining,price_criteria_tips,Grid order price must fall within the reward price range (highest order book buy price * 0.99 - lowest order book sell price *1.01) for the running grid strategy.,
mining,price_criteria_tips_stable,Grid order price must fall within the reward price range (highest order book buy price - lowest order book sell price) for the running grid strategy.,
mining,mining_preview,Mining Preview,
mining,mining_tips_BV_BASE_QV_QUOTE,"At the time of order placement, orders greater than BV BASE or QV QUOTE are eligible to participate in mining.",
mining,mining_tips_QV_QUOTE,"At the time of order placement, orders greater than QV QUOTE are eligible to participate in mining.",
mining,market_24h_profit,24h Grid Profit,
mining,mining_total_profit,Mining Rewards,
mining,mining_24h_profit,24h Mining Rewards,
mining,profit_unable_display,N/A,
mining,mining_funds,Mining Funds,
mining,mining_funds_tips,The total value of orders from all grid strategies that have fulfilled the mining order value criteria for this trading pair.,
mining,tab_mining_profit_details,Reward Details,
mining,tab_mining_orders,Mining Orders,
mining,th_rewards,Reward,
mining,th_rewards_origin,Reward Source,
mining,th_rewards_origin_tips,Mining reward is received as the grid order price is within the reward price range of the order book (highest buy price * 0.99 ~ lowest sell price *1.01).,
mining,th_rewards_origin_tips_stable,Mining reward is received as the grid order price is within the reward price range of the order book (highest buy price ~ lowest sell price).,
mining,th_rewards_price_range,Reward Price Range,
mining,th_rewards_price_range_tips_stable,Grid Orders that fulfil the mining criteria during order placement will receive mining rewards if they fall within the reward price range (highest buy price ~ lowest sell price).,
mining,th_rewards_price_range_tips,Grid Orders that fulfil the mining criteria during order placement will receive mining rewards if they fall within the reward price range (highest buy price * 0.99 ~ lowest sell price *1.01).,
mining,th_time,Time,
mining,plan_title,ETH/USDC Pool Details,
mining,phase_cur,Current Phase,
mining,phase_range_N_XX,Phase N: XX,
mining,phase_index_N,Phase N,
mining,phase_start,Start Time:,
mining,phase_end,End Time:,
mining,phase_reward,Daily Rewards:,
mining,phase_to_release,To be Announced,
mining,my_rewards,My Rewards,
mining,claimable_rewards,Claimable,
mining,locked_rewards,Not Claimable,
mining,locker_rewards_tips,This reward amount will be claimable once the grid strategy has run for 12 hours.,
mining,claimed_success,Claim Successful,
mining,claimed_tips,The rewards will be credited to your DeGate balance.,
mining,claimed_tips_yield,The yield will be credited to your DeGate balance.,
mining,claimed_view_btn,Go Check,
mining,mining_plan,Mining Schedule,
mining,phase_unpublished,To Be Announced,
mining,all_pools,All Pools,
notification,limit_desc_SELL_BASE_QUOTE_AMOUNT_PRICE,Sell AMOUNT BASE @ PRICE QUOTE,
notification,limit_desc_BUY_BASE_QUOTE_AMOUNT_PRICE,Buy AMOUNT BASE @ PRICE QUOTE,
notification,stop_limit_desc_SELL_BASE_AMOUNT,Sell AMOUNT BASE,
notification,stop_limit_desc_BUY_BASE_AMOUNT,Buy AMOUNT BASE,
notification,cancel_grid_desc_PAIR_PRICES,PAIR: PRICES,
notification,cancel_market_desc_SELL_BASE_QUOTE_AMOUNT,Sell AMOUNT BASE for QUOTE,
notification,cancel_market_desc_SELL_BASE_QUOTE_TOTAL,Sell BASE for TOTAL QUOTE,
notification,cancel_market_desc_BUY_BASE_QUOTE_AMOUNT,Buy AMOUNT BASE with QUOTE,
notification,cancel_market_desc_BUY_BASE_QUOTE_TOTAL,Buy BASE with TOTAL QUOTE,
notification,cancel_limit,Limit Order canceled,
notification,cancel_stop_limit,Stop Limit Order Canceled,
notification,cancel_market,Market Order canceled,
notification,cancel_grid,Grid Strategy ended,
notification,cancel_limit_expired,Limit Order Expired,
notification,cancel_stop_limit_expired,Stop Limit Order Expired,
notification,cancel_grid_expired,Grid Strategy Expired,
notification,cancel_limit_order_title,Order Partially Filled and Canceled,
notification,cancel_limit_order_for_gas_desc,Your order has run out of gas fee. It was partially filled with the remainder canceled.,
notification,cancel_limit_order_for_gas_filled_amount,Filled,
notification,cancel_limit_order_for_gas_amount,Amount,
notification,view_history_orders,View Order History,
notification,cancel_market_for_depth_title,Order Partially Filled and Canceled,
notification,price_slippage_protection,Price Slippage Protection,
notification,price_slippage_protection_desc,DeGate market orders auto-include 10% price slippage protection to limit losses during high volatility and low liquidity. Use limit orders to bypass this protection.,
notification,cancel_market_for_depth_warning,"DeGate market order introduces a price protection mechanism, enabling users to reduce losses in market situation with high price volatility and low liquidity. If you do not want to trigger the price protection mechanism, please use the limit order mode.",
notification,dca_plan_ended,DCA Plan ended,
notification,cancel_dca_desc_PAIR,PAIR,
notification,trade_limit_partially,Limit Order Partially Filled,
notification,trade_limit_filled,Limit Order Filled,
notification,trade_market_partially,Market Order Partially Filled,
notification,trade_market_filled,Market Order Filled,
notification,trade_stop_limit_partially,Stop Limit Order Partially Filled,
notification,trade_stop_limit_filled,Stop Limit Order Filled,
notification,mobile_trade_filled_AMOUNT_TOKEN,Order Filled. AMOUNT TOKEN Received.,
notification,mobile_trade_partially_AMOUNT_TOKEN,Order Partially Filled. AMOUNT TOKEN Received.,
info,overview,Overview,
info,accounts,Total Users,
info,pairs,Trading Pairs,
info,turnover,All Time Volume,
info,turnover_24,24h Volume,
info,dg_supply,DG Circulating Supply,
info,top_movers,24h Top Movers,
info,top_movers_no_increased,No token increased in price within 24 hours.,
info,top_movers_no_decreased,No token decreased in price within 24 hours.,
info,top_gainers,Top Gainers,
info,top_loss,Top Losers,
info,top_pairs,Top Pairs,
info,th_pair,Pair,
info,th_price,Last Price,
info,th_change,24h Change,
info,th_l_up_2,+2% Depth,
info,th_l_down_2,-2% Depth,
info,th_turnover_24,24h Volume,
info,tvl,Total Value Locked,
m,home,Home,
m,trade,Trade,
m,grid,Grid,
m,balance,Balance,
m,browser_wallet,Browser Wallet,
m,advanced_settings,Settings,
m,choose_pair,Choose Pair,
m,orderBook_default,Default,
m,orderBook_bids,Buy Orders,
m,orderBook_asks,Sell Orders,
m,decimals,Decimal,
m,lowest_price_24h,24h Low,
m,highest_price_24h,24h High,
m,vol_24h,24h Vol,
m,orderbook_buy,Buy,
m,orderbook_sell,Sell,
m,go_to_trade,Go to Trade,
m,choose_token,Choose a Token,
m,from_address,Sender Address,
m,to_address,Recipient Address,
m,transfer_send,Send,
m,transfer_receive,Receive,
m,my_grid,My Grid Strategy,
m,grid_profit_24,24h Profit,
m,grid_trades_24,24h Trades,
m,grid_item_trades_24,24h Trades,
m,grid_profit_total,Total Profit,
m,grid_over_prices,Out of Price Range,
m,create_grid,Create Grid Strategy,
m,grid_history,History,
m,grid_empty,No active grid strategy,
m,grid_tutorial,Grid Tutorial,
m,grid_params_to_manual,Copy parameters to Manual,
m,balance_err,Insufficient balance. Available:,
m,preview_grid,Preview Orders,
m,last_price,Last Price,
m,grid_desc,Grid trading is a trading strategy that automates buying and selling within a defined range.,
m,view_tutorial,View Tutorial,
m,grid_profit_tips_sell,Will be calculated when this sell order is fully filled.,
m,grid_profit_tips_buy,Will be calculated when this buy order is fully filled.,
m,hot,Hot,
m,all,View All,
m,vol_24,24h Vol,
m,transfer_t1,Internal,
m,transfer_t2,Transfer,
activity,th_date,Time,
activity,th_type,Type,
activity,th_fee,Fee,
activity,th_status,Status,
activity,th_content,Content,
activity,th_opr,Action,
activity,type_register_token,Token Listing,
activity,type_register_pair,Adding Pair,
activity,type_pay_deposit,Deposit Settlement,
activity,type_reset_account,Reset Asset Key,
activity,type_chain_cancel,On-Chain Order Cancellation,
activity,type_chain_cancel_grid,On-Chain Order Cancellation,
activity,type_chain_cancel_dca,On-Chain Order Cancellation,
activity,count_N,Count: N,
activity,order_desc_SELL_AMOUNT_BASE_PRICE_QUOTE,SELL AMOUNT BASE @PRICE QUOTE,
activity,order_market_desc_SELL_AMOUNT_BASE,SELL AMOUNT BASE,
activity,reset_status_restting,Resetting,
activity,to_trade,Trade,
dca,dca_plan,DCA Plan,
dca,dca_explain,Dollar-cost Averaging,
dca,daily,Daily,
dca,weekly,Weekly,
dca,custom,Custom,
dca,every,Every ,
dca,amount_per_order,Amount per Order,
dca,set_price_limit,Set Price Limit,
dca,maximum_price,Maximum Price,
dca,minimum_price,Minimum Price,
dca,number_of_orders,Number of Orders,
dca,total_amount,Total Amount,
dca,create_dca_plan,Create DCA Plan,
dca,max_gas_fee_per_order,Max Gas Fee per Order,
dca,maximum_plan_order_limit_reached,The maximum number of plan orders has been reached.,
dca,open_order_limit_exceeded,Order placement failed: open order limit exceeded.,
dca,end_time_should_be_set_after_the_current_time,End Time should be set after the current time,
dca,please_enter_amount_per_order,Please enter Amount per Order,
dca,please_enter_maximum_price,Please enter Maximum Price,
dca,please_enter_minimum_price,Please enter Minimum Price,
dca,order_placement_failed_open_order_limit_exceeded,Order placement failed: open order limit exceeded.,
dca,total,Total,
dca,filled,Filled,
dca,received,Received,
dca,time_to_end,Time to End,
dca,cancel_on_chain,Cancel On-chain,
dca,orders,Orders,
dca,filled_amount,Filled/Amount,
dca,status_executed,Executed,
dca,status_scheduled,Scheduled,
dca,status_canceled,Canceled,
dca,status_failed,Failed,
dca,order_cancled_by_user,Order canceled because user ended the DCA plan.,
dca,order_cancled_by_access,Order canceled because your access to DeGate is restricted.,
dca,order_cancled_by_gas,Order placement failed due to insufficient gas fee.,
dca,order_cancled_by_order_book,Order placement failed due to the absence of a matching order in the order book.,
dca,order_cancled_by_balance,Order placement failed due to insufficient DeGate Balance.,
dca,order_cancled_by_min_value,Order placement failed because minimum order value of $100 is not met.,
dca,order_cancled_by_system_error,Order placement failed due to a system error.,
dca,chain_cancel_no_need_tips,This DCA plan does not need on-chain cancellation.,
dca,end_dca_plan,End DCA Plan,
dca,all_orders_in_this_dca_plan_will_be_canceled_immediately,All orders in this DCA plan will be canceled immediately.,
dca,no_active_dca_plan,No active DCA Plan,
dca,time_scheduled,Time Scheduled,
campaign,event_period,Event Period: ,
campaign,grid2401_time,"January 22, 2024, 20:00:00 - January 29, 2024, 20:00:00 (UTC+8)",
campaign,event_has_ended,The event has ended.,
campaign,current_apy,Current Annual Percentage Yield (APY),
campaign,grid_strategy_income,Grid Strategy Income + Share of Prize Pool,
campaign,tvl_participating,TVL Participating,
campaign,share_of_tvl,Share of TVL,
campaign,my_profit,My Profit,
campaign,grid_strategy_profit,Grid Strategy Profit,
campaign,share_of_prize_pool,Share of Prize Pool,
campaign,grid_strategy_profit_has_been_added_to_your_available_balance,Grid strategy profit has been added to your available balance.,
campaign,shared_income_from_usdc_prize_pool,Shared income from USDC Prize Pool,
campaign,is_black_tips,You are not eligible to share in the prize pool.,
campaign,claim,Claim,
campaign,claimed,Claimed,
campaign,calculating,Calculating,
campaign,claim_after_end,Prize can be claimed at the end of event,
campaign,how_to_participate,How to Participate,
campaign,rule,Create grid strategy and share In the prize pool proportionately.,
campaign,step1,Step 1,
campaign,step2,Step 2,
campaign,step3,Step 3,
campaign,grid2401_step1,Get ready your ETH and USDC by adding funds or trading,
campaign,grid2401_step2,Set up a grid strategy for ETH/USDC as below,
campaign,grid2401_step2_desc1_pre,Price range: To be announced,
campaign,grid2401_step2_desc2_pre,"Number of grids: To be announced
",
campaign,copy_strategy,Copy strategy,
campaign,grid2401_step3,"After the end of event, you can claim your earnings on this event page. Please claim within 30 days of the end of event.",
campaign,what_is_grid,What is Grid Strategy,
campaign,grid2401_desc,"Grid strategy is a powerful tool that can capitalize on market
        fluctuations within a predetermined price range. A grid strategy sets
        multiple buy and sell orders to automatically buy low and sell high for
        profit. If you want to learn how to create a custom grid, please refer
        to{' '}
        <a
          href=""https://docs.degate.com/v/product_en/product-tutorial/grid-strategy-creation-guide""
          target=""_blank""
        >
          https://docs.degate.com/v/product_en/product-tutorial/grid-strategy-creation-guide
        </a>
",
campaign,notes,Please note before joining,
campaign,notes_1_title,Eligibility:,
campaign,notes_1_desc,The grid strategy is eligible only if the price range and number of grids is exactly the same as required during the time of creation.,
campaign,notes_2_title,Limit:,
campaign,notes_2_desc,"<>
        Maximum grid strategy value per user eligible for calculating share of
        prize pool is limited to $<b>5000</b>.
      </>
",
campaign,notes_3_title,Claim:,
campaign,notes_3_desc,Prize claim will be available at the end of event and valid for claim within 30 days of event end.,
campaign,faq,FAQ,
campaign,grid2401_faq_1,1. How are rewards calculated?,
campaign,grid2401_faq_1_res,"<>
        The total prize pool is 21,000 USDC, with 3,000 USDC distributed every
        24 hours, for a total of 7 distributions.
        <br /> <br />
        Following the start of event, the system will settle accounts every 24
        hours and distribute the daily prize pool to eligible grid strategies
        according to their weight. The weight calculation is derived from the
        value of the grid strategy and the duration in minutes of the grid
        created that day.
        <br /> <br />
        The value of the grid strategy is determined by the initial value when
        the grid is set up and does not change with price fluctuations. Each
        user has a participating fund limit of $5000 for the grid strategy
        boost. Users can establish multiple eligible grid strategies from the
        same address during the activity, but the total eligible funds is capped
        at $5000.
        <br /> <br />
        For example: There are only two users participating in the grid strategy
        event. At the 24-hour settlement mark, User A has set up a grid strategy
        worth $2,500 lasting 500 minutes, and User B has set up a grid strategy
        worth $6,000 lasting 1,000 minutes. If 3,000 USDC is distributed that
        day, then the weight ratio of A to B is: (2,500 x 500) / (5,000 x 1,000)
        = 1:4, meaning A receives 600 USDC, and B receives 2,400 USDC.
      </>
",
campaign,grid2401_faq_2,2. Where can I get help with questions on this event?,
campaign,grid2401_faq_2_res,"     <>
        Please join our{' '}
        <a href={DISCORD} target=""_blank"">
          Discord
        </a>{' '}
        and seek help in the special thread created for this event.
      </>

",
campaign,grid2401_faq_3,"3. I hold USDT, how can I obtain ETH and USDC?",
campaign,grid2401_faq_4,4. Do I need to pay a fee for transactions completed through the grid strategy?,
campaign,grid2401_faq_4_res,"In DeGate, all Maker orders are free. Orders generated by the grid
        strategy are all Maker orders, so setting up a grid strategy in DeGate
        is completely free.
",
campaign,grid2401_faq_5,5. Will my grid strategy still generate income after the event ends?,
campaign,grid2401_faq_5_res,"Yes, after the event ends, as long as the price is still within your
        grid strategy range, the strategy will continue to generate income.
        After the event, you can also adjust the parameters of your grid
        strategy to create a strategy more suited to your own preferences and
        continue to earn income.
",
campaign,grid2401_faq_others,Other event details,
campaign,grid2401_faq_others_1,"1. Only a single wallet per user. If malicious sybil reward farming is detected, DeGate reserves the right to cancel a participant's rewards.",
campaign,grid2401_faq_others_2,"2. During the event, grids that are out of range will also be counted as part of the weightage calculation.",
campaign,grid2401_faq_others_3,"3. DeGate reserves the right to end the event early in extreme circumstances, e.g. market volatility.",
campaign,grid2401_faq_others_4,4. Rewards not claimed within 30 days after the event ends will be forfeited.,
campaign,invest_max_5000,Invest Maximum of $5000,
campaign,invest_mininum,Invest Minimum,
